reading_id,machine_id,timestamp,avg_fuel_consumption_rate,idle_fuel_consumption_pct,rpm_variance,coolant_temp_anomalies,productive_time_mins,idle_time_mins,vibration_anomalies,overload_cycles,over_speed_events,tire_pressure_deviations,error_code_frequency,battery_low_voltage_events
500062,13,2025-08-27T21:00:00Z,12.054,27.03,176.67,0,2,13,8,6,0,0,0,0
500063,13,2025-08-27T21:15:00Z,10.078,29.47,211.19,0,2,13,9,11,0,0,0,0
500064,13,2025-08-27T21:30:00Z,10.58,25.12,152.33,0,2,13,23,17,0,0,0,0
500065,13,2025-08-27T21:45:00Z,12.214,23.19,195.17,0,2,13,15,6,0,0,1,0
500066,13,2025-08-27T22:00:00Z,10.44,14.4,232.34,0,3,12,15,13,0,0,0,0
500067,13,2025-08-27T22:15:00Z,11.554,28.55,238.09,0,3,12,16,12,0,0,0,0
500068,13,2025-08-27T22:30:00Z,9.888,27.22,180.67,0,3,12,13,15,0,0,0,0
500069,13,2025-08-27T22:45:00Z,9.784,28.49,212.73,0,2,13,14,14,1,0,0,0
500070,13,2025-08-27T23:00:00Z,9.794,31.69,216.14,0,3,12,12,12,0,0,0,0
500071,13,2025-08-27T23:15:00Z,10.968,22.8,63.08,0,3,12,0,0,1,0,0,0
500072,13,2025-08-27T23:30:00Z,10.551,33.87,43.21,0,2,13,0,0,0,0,0,0
500073,13,2025-08-27T23:45:00Z,11.553,32.83,53.96,0,3,12,0,0,1,0,0,0
500074,13,2025-08-28T00:00:00Z,10.215,21.14,57.98,0,3,12,0,0,0,0,0,0
500075,13,2025-08-28T00:15:00Z,18.366,3.88,71.95,0,15,0,0,0,8,7,0,0
500076,13,2025-08-28T00:30:00Z,14.335,3.9,51.2,0,15,0,0,0,8,11,0,0
500077,13,2025-08-28T00:45:00Z,19.69,4.03,67.46,0,15,0,0,0,11,11,0,0
500078,13,2025-08-28T01:00:00Z,16.536,8.32,35.71,0,15,0,0,0,11,16,0,0
500079,13,2025-08-28T01:15:00Z,15.953,3.61,65.05,0,15,0,0,0,22,16,0,0
500080,13,2025-08-28T01:30:00Z,15.413,5.57,16.49,0,15,0,0,0,14,6,0,0
500081,13,2025-08-28T01:45:00Z,19.513,5.7,68.0,0,15,0,1,0,14,13,0,0
500082,13,2025-08-28T02:00:00Z,16.743,9.47,89.66,0,15,0,0,0,17,19,0,0
500083,13,2025-08-28T02:15:00Z,15.605,4.69,45.5,0,15,0,0,0,15,8,0,0
500084,13,2025-08-28T02:30:00Z,16.719,5.28,61.74,0,15,0,0,1,23,17,1,0
500085,13,2025-08-28T02:45:00Z,19.016,8.68,86.52,0,15,0,0,0,12,11,1,0
500086,13,2025-08-28T03:00:00Z,11.77,26.94,61.23,0,2,13,0,0,0,0,0,1
500087,13,2025-08-28T03:15:00Z,11.997,24.05,55.66,0,3,12,0,0,0,0,0,0
500088,13,2025-08-28T03:30:00Z,9.465,25.88,91.04,0,3,12,0,0,0,0,0,0
500089,13,2025-08-28T03:45:00Z,10.525,28.39,62.53,0,3,12,0,0,0,0,0,0
500090,13,2025-08-28T04:00:00Z,10.658,23.31,53.82,0,3,12,0,0,0,0,15,15
500091,13,2025-08-28T04:15:00Z,9.932,27.43,47.2,0,2,13,0,0,0,0,17,7
500092,13,2025-08-28T04:30:00Z,11.573,20.23,91.28,0,2,13,0,1,0,0,14,14
500093,13,2025-08-28T04:45:00Z,9.85,27.7,43.17,0,3,12,0,0,0,0,20,6
500094,13,2025-08-28T05:00:00Z,10.358,25.95,58.14,0,3,12,0,0,0,0,10,11
500095,13,2025-08-28T05:15:00Z,9.906,33.03,46.58,0,2,13,0,0,0,0,23,5
500096,13,2025-08-28T05:30:00Z,11.211,25.46,102.27,0,3,12,0,0,0,0,0,0
500097,13,2025-08-28T05:45:00Z,11.561,25.54,56.24,0,2,13,0,0,0,0,0,0
500098,13,2025-08-28T06:00:00Z,10.13,30.66,73.42,0,2,13,0,0,0,0,0,0
500099,13,2025-08-28T06:15:00Z,9.951,24.78,65.57,0,3,12,1,0,0,0,0,0
500100,19,2025-08-27T05:27:00Z,13.019,23.07,57.02,0,3,12,0,0,0,0,0,0
500101,19,2025-08-27T05:42:00Z,14.203,26.22,18.6,0,2,13,0,0,0,0,0,0
500102,19,2025-08-27T05:57:00Z,13.865,32.31,29.83,0,3,12,0,0,0,0,0,0
500103,19,2025-08-27T06:12:00Z,13.405,24.46,56.41,0,2,13,0,0,0,0,0,0
500104,19,2025-08-27T06:27:00Z,12.242,34.92,66.1,0,2,13,0,0,0,0,0,0
500105,19,2025-08-27T06:42:00Z,14.076,25.92,54.59,0,3,12,0,0,0,0,0,0
500106,19,2025-08-27T06:57:00Z,13.654,32.58,63.47,0,2,13,0,0,0,0,0,0
500107,19,2025-08-27T07:12:00Z,13.018,32.43,78.82,1,2,13,1,0,0,0,0,0
500108,19,2025-08-27T07:27:00Z,13.906,33.01,38.25,0,2,13,0,0,1,0,1,0
500109,19,2025-08-27T07:42:00Z,13.476,25.37,34.54,0,3,12,0,0,0,0,0,0
500110,19,2025-08-27T07:57:00Z,24.303,85.39,42.65,0,1,14,0,0,0,0,0,0
500111,19,2025-08-27T08:12:00Z,24.019,86.49,63.96,1,3,12,0,0,0,0,0,0
500112,19,2025-08-27T08:27:00Z,26.116,71.73,34.57,0,2,13,1,0,0,0,0,0
500113,19,2025-08-27T08:42:00Z,26.127,77.92,44.11,0,3,12,0,0,0,0,0,0
500114,19,2025-08-27T08:57:00Z,28.08,89.79,56.76,0,1,14,0,0,0,0,0,0
500115,19,2025-08-27T09:12:00Z,24.047,84.02,44.94,0,3,12,0,0,0,0,0,0
500116,19,2025-08-27T09:27:00Z,29.638,81.46,34.48,0,1,14,0,0,0,0,0,0
500117,19,2025-08-27T09:42:00Z,26.632,93.62,50.64,0,2,13,0,0,0,0,0,0
500118,19,2025-08-27T09:57:00Z,26.513,70.6,77.02,0,1,14,0,0,0,0,0,0
500119,19,2025-08-27T10:12:00Z,24.159,79.42,61.11,0,0,15,0,0,0,0,0,0
500120,19,2025-08-27T10:27:00Z,23.357,94.67,93.18,0,0,15,0,0,0,0,0,0
500121,19,2025-08-27T10:42:00Z,11.646,24.36,57.73,0,7,8,0,0,0,0,1,0
500122,19,2025-08-27T10:57:00Z,13.76,24.16,69.92,0,6,9,0,0,0,0,0,0
500123,19,2025-08-27T11:12:00Z,12.509,23.85,40.01,0,6,9,0,0,0,0,0,0
500124,19,2025-08-27T11:27:00Z,13.478,17.32,25.0,0,7,8,0,0,0,0,0,1
500125,19,2025-08-27T11:42:00Z,14.283,26.42,67.61,0,7,8,0,0,0,0,0,0
500126,19,2025-08-27T11:57:00Z,12.464,15.62,49.62,0,7,8,0,0,0,0,0,0
500127,19,2025-08-27T12:12:00Z,13.025,21.77,22.73,0,7,8,0,0,0,0,0,0
500128,19,2025-08-27T12:27:00Z,11.963,20.04,37.28,0,9,6,0,0,0,0,0,0
500129,19,2025-08-27T12:42:00Z,12.817,19.05,18.52,0,7,8,0,0,0,0,0,0
500130,19,2025-08-27T12:57:00Z,13.677,21.7,264.99,6,8,7,0,0,0,0,0,0
500131,19,2025-08-27T13:12:00Z,13.128,23.72,286.86,5,8,7,0,1,0,0,0,0
500132,19,2025-08-27T13:27:00Z,12.33,23.41,308.65,8,7,8,0,0,0,0,0,0
500133,19,2025-08-27T13:42:00Z,11.262,16.82,343.39,9,8,7,0,1,0,0,0,0
500134,19,2025-08-27T13:57:00Z,12.741,20.11,334.09,7,7,8,0,0,0,0,0,0
500135,19,2025-08-27T14:12:00Z,12.612,19.54,333.87,7,9,6,0,0,0,1,0,0
500136,19,2025-08-27T14:27:00Z,11.751,25.27,100.99,0,7,8,0,1,0,0,0,0
500137,19,2025-08-27T14:42:00Z,12.828,23.69,39.98,0,7,8,0,1,0,0,0,0
500138,19,2025-08-27T14:57:00Z,11.317,18.16,58.5,0,7,8,0,0,0,0,0,0
500139,19,2025-08-27T15:12:00Z,13.827,25.77,48.16,0,7,8,0,0,0,0,0,0
500140,19,2025-08-27T15:27:00Z,13.191,20.36,43.55,0,8,7,0,0,0,0,0,0
500141,19,2025-08-27T15:42:00Z,13.871,26.37,60.33,0,7,8,0,0,0,0,0,0
500142,19,2025-08-27T15:57:00Z,14.114,18.54,58.16,0,7,8,1,0,0,0,0,0
500143,19,2025-08-27T16:12:00Z,14.496,20.35,58.39,0,8,7,1,0,0,0,0,0
500144,19,2025-08-27T16:27:00Z,12.31,21.9,37.46,0,7,8,0,0,0,1,0,0
500145,19,2025-08-27T16:42:00Z,19.377,65.28,68.6,0,0,15,0,0,0,0,0,0
500146,19,2025-08-27T16:57:00Z,17.945,72.26,41.19,0,0,15,0,0,0,0,1,0
500147,19,2025-08-27T17:12:00Z,17.204,74.91,16.86,1,0,15,0,0,0,0,0,0
500148,19,2025-08-27T17:27:00Z,18.546,80.14,41.89,0,0,15,1,0,0,1,1,0
500149,19,2025-08-27T17:42:00Z,19.868,78.2,52.47,0,0,15,0,1,0,0,0,0
500150,19,2025-08-27T17:57:00Z,14.352,62.18,61.73,0,0,15,1,0,1,0,0,0
500151,19,2025-08-27T18:12:00Z,14.676,71.95,29.39,0,0,15,0,0,0,0,0,0
500152,19,2025-08-27T18:27:00Z,15.742,77.75,37.29,0,0,15,0,0,0,0,0,0
500153,19,2025-08-27T18:42:00Z,19.746,84.37,76.99,0,0,15,0,0,0,0,0,0
500154,19,2025-08-27T18:57:00Z,15.172,87.64,59.87,0,0,15,0,0,0,0,0,0
500155,19,2025-08-27T19:12:00Z,19.406,77.33,79.12,0,0,15,0,0,0,0,0,0
500156,19,2025-08-27T19:27:00Z,13.316,32.29,54.94,0,2,13,1,0,0,0,0,0
500157,19,2025-08-27T19:42:00Z,14.332,28.33,43.4,0,2,13,0,0,0,0,0,0
500158,19,2025-08-27T19:57:00Z,13.414,32.16,61.31,0,3,12,0,0,0,0,0,0
500159,19,2025-08-27T20:12:00Z,12.601,27.41,48.97,0,3,12,0,0,0,0,0,0
500160,19,2025-08-27T20:27:00Z,12.909,31.88,126.49,0,2,13,17,9,0,0,0,0
500161,19,2025-08-27T20:42:00Z,13.428,25.75,174.28,0,2,13,15,16,0,0,0,0
500162,19,2025-08-27T20:57:00Z,11.491,29.13,177.51,0,3,12,9,7,1,0,0,0
500163,19,2025-08-27T21:12:00Z,12.119,35.29,182.34,0,3,12,21,11,0,0,0,0
500164,19,2025-08-27T21:27:00Z,12.679,25.48,221.92,0,3,12,19,9,0,0,0,0
500165,19,2025-08-27T21:42:00Z,13.023,34.69,159.9,1,2,13,10,14,0,1,0,0
500166,19,2025-08-27T21:57:00Z,15.092,22.79,131.28,0,3,12,10,11,0,0,0,0
500167,19,2025-08-27T22:12:00Z,11.833,33.95,230.44,0,3,12,18,16,0,0,1,0
500168,19,2025-08-27T22:27:00Z,13.669,31.9,239.75,0,2,13,10,11,0,0,0,0
500169,19,2025-08-27T22:42:00Z,13.413,28.81,130.35,0,2,13,20,6,0,0,0,0
500170,19,2025-08-27T22:57:00Z,11.845,23.05,146.22,0,3,12,20,14,0,0,0,1
500171,19,2025-08-27T23:12:00Z,12.6,34.75,61.71,0,3,12,0,0,0,0,0,0
500172,19,2025-08-27T23:27:00Z,13.847,20.89,85.28,1,3,12,0,0,0,0,0,0
500173,19,2025-08-27T23:42:00Z,14.163,30.33,59.12,0,2,13,0,0,0,0,0,0
500174,19,2025-08-27T23:57:00Z,16.64,23.3,44.81,0,3,12,0,0,0,0,0,0
500175,19,2025-08-28T00:12:00Z,22.475,5.55,74.3,0,15,0,0,0,21,15,0,0
500176,19,2025-08-28T00:27:00Z,19.684,6.9,83.55,0,15,0,0,0,24,10,0,0
500177,19,2025-08-28T00:42:00Z,20.928,9.88,16.41,0,15,0,1,0,13,17,0,0
500178,19,2025-08-28T00:57:00Z,16.011,5.88,27.23,0,15,0,0,0,24,8,0,0
500179,19,2025-08-28T01:12:00Z,18.893,5.56,62.05,0,15,0,0,0,17,18,0,0
500180,19,2025-08-28T01:27:00Z,19.692,4.36,59.05,0,15,0,0,0,9,13,0,0
500181,19,2025-08-28T01:42:00Z,19.29,4.14,65.28,0,15,0,1,0,16,14,0,0
500182,19,2025-08-28T01:57:00Z,21.016,5.77,37.9,0,15,0,0,0,12,12,0,0
500183,19,2025-08-28T02:12:00Z,19.483,5.89,57.0,0,15,0,0,0,8,19,0,0
500184,19,2025-08-28T02:27:00Z,19.225,3.4,68.29,0,15,0,0,1,21,7,0,0
500185,19,2025-08-28T02:42:00Z,17.472,4.86,59.53,0,15,0,0,0,17,18,1,0
500186,19,2025-08-28T02:57:00Z,12.991,32.6,46.69,0,2,13,0,0,0,0,0,1
500187,19,2025-08-28T03:12:00Z,13.782,29.25,83.18,0,2,13,0,0,0,1,0,0
500188,19,2025-08-28T03:27:00Z,11.066,25.13,49.96,0,3,12,0,0,0,0,0,0
500189,19,2025-08-28T03:42:00Z,13.854,21.27,73.44,0,3,12,0,0,0,0,0,0
500190,19,2025-08-28T03:57:00Z,12.791,32.67,66.67,0,3,12,0,0,0,0,11,9
500191,19,2025-08-28T04:12:00Z,13.122,21.56,81.19,0,2,13,0,0,0,0,12,8
500192,19,2025-08-28T04:27:00Z,13.616,16.52,57.2,0,2,13,0,0,0,0,11,15
500193,19,2025-08-28T04:42:00Z,13.285,22.95,5.0,0,3,12,0,0,0,1,11,15
500194,19,2025-08-28T04:57:00Z,13.729,28.66,49.27,0,3,12,0,0,0,0,21,10
500195,19,2025-08-28T05:12:00Z,12.638,28.42,59.38,0,3,12,0,0,0,0,22,15
500196,19,2025-08-28T05:27:00Z,14.011,24.91,43.73,0,2,13,0,0,0,0,0,0
500197,19,2025-08-28T05:42:00Z,13.373,28.21,13.76,0,3,12,0,0,0,0,1,0
500198,19,2025-08-28T05:57:00Z,12.217,23.6,16.78,0,2,13,0,0,0,0,1,0
500199,19,2025-08-28T06:12:00Z,14.252,26.5,58.77,0,2,13,0,0,0,0,0,0
500200,20,2025-08-27T05:24:00Z,10.782,33.45,39.35,0,2,13,1,1,0,0,0,0
500201,20,2025-08-27T05:39:00Z,10.268,25.52,66.69,0,2,13,0,0,0,0,0,0
500202,20,2025-08-27T05:54:00Z,10.233,17.5,60.5,0,2,13,0,0,0,0,0,0
500203,20,2025-08-27T06:09:00Z,10.859,14.78,72.62,0,3,12,0,0,0,0,0,0
500204,20,2025-08-27T06:24:00Z,10.354,24.52,35.52,0,2,13,0,0,0,0,1,0
500205,20,2025-08-27T06:39:00Z,13.36,31.62,84.84,0,3,12,0,0,0,0,0,0
500206,20,2025-08-27T06:54:00Z,11.258,37.95,64.14,0,2,13,0,0,0,0,0,0
500207,20,2025-08-27T07:09:00Z,11.998,34.28,31.63,0,2,13,0,0,0,0,0,0
500208,20,2025-08-27T07:24:00Z,12.803,20.06,48.06,0,3,12,0,0,0,0,0,0
500209,20,2025-08-27T07:39:00Z,11.26,25.1,58.68,0,2,13,0,0,0,0,0,0
500210,20,2025-08-27T07:54:00Z,22.277,78.56,62.93,0,2,13,0,0,0,0,0,0
500211,20,2025-08-27T08:09:00Z,20.331,70.68,59.21,0,3,12,0,0,0,0,0,0
500212,20,2025-08-27T08:24:00Z,18.716,88.52,69.88,0,0,15,0,0,0,0,0,0
500213,20,2025-08-27T08:39:00Z,21.981,80.27,92.14,0,2,13,0,0,1,0,0,0
500214,20,2025-08-27T08:54:00Z,19.052,80.32,33.59,0,3,12,0,0,0,0,0,0
500215,20,2025-08-27T09:09:00Z,23.292,79.45,93.98,0,3,12,0,0,0,0,0,0
500216,20,2025-08-27T09:24:00Z,24.636,88.21,62.38,0,2,13,0,0,0,0,0,0
500217,20,2025-08-27T09:39:00Z,23.522,75.19,100.01,1,1,14,0,1,0,0,0,0
500218,20,2025-08-27T09:54:00Z,23.536,91.82,70.43,0,3,12,0,0,0,0,0,0
500219,20,2025-08-27T10:09:00Z,22.293,84.06,57.02,0,0,15,0,0,0,0,0,0
500220,20,2025-08-27T10:24:00Z,21.716,73.31,36.3,0,2,13,0,0,0,0,0,0
500221,20,2025-08-27T10:39:00Z,9.548,22.38,76.82,0,7,8,0,0,0,0,0,0
500222,20,2025-08-27T10:54:00Z,11.27,20.87,56.56,0,7,8,0,0,0,0,0,0
500223,20,2025-08-27T11:09:00Z,10.266,13.75,36.51,0,9,6,0,0,0,0,0,0
500224,20,2025-08-27T11:24:00Z,12.163,21.87,41.91,0,9,6,0,0,0,0,0,0
500225,20,2025-08-27T11:39:00Z,10.865,21.29,40.46,0,8,7,0,0,0,0,0,0
500226,20,2025-08-27T11:54:00Z,9.897,18.31,88.7,0,8,7,0,0,1,0,0,0
500227,20,2025-08-27T12:09:00Z,9.506,19.09,58.65,0,7,8,0,0,0,0,0,0
500228,20,2025-08-27T12:24:00Z,11.123,14.93,90.4,0,7,8,0,0,0,0,0,0
500229,20,2025-08-27T12:39:00Z,12.888,17.39,26.67,0,9,6,0,0,0,0,0,1
500230,20,2025-08-27T12:54:00Z,10.214,13.56,272.33,8,7,8,0,1,0,0,0,0
500231,20,2025-08-27T13:09:00Z,11.338,11.84,336.42,6,9,6,0,0,0,0,0,0
500232,20,2025-08-27T13:24:00Z,11.171,18.58,223.46,4,9,6,0,0,0,0,0,0
500233,20,2025-08-27T13:39:00Z,10.573,12.48,318.04,8,9,6,0,0,0,0,0,0
500234,20,2025-08-27T13:54:00Z,9.932,23.65,252.71,7,7,8,0,0,0,0,0,0
500235,20,2025-08-27T14:09:00Z,10.398,19.07,337.63,5,8,7,1,0,1,0,0,0
500236,20,2025-08-27T14:24:00Z,11.598,25.01,56.67,0,8,7,0,0,0,0,0,0
500237,20,2025-08-27T14:39:00Z,12.578,24.35,39.09,0,8,7,0,0,0,0,0,0
500238,20,2025-08-27T14:54:00Z,10.948,20.68,73.38,0,9,6,1,0,0,0,0,0
500239,20,2025-08-27T15:09:00Z,11.488,15.87,46.24,0,8,7,0,0,0,1,0,0
500240,20,2025-08-27T15:24:00Z,11.737,19.93,74.66,0,8,7,1,0,0,0,0,0
500241,20,2025-08-27T15:39:00Z,10.542,18.79,59.11,0,8,7,0,0,0,0,0,0
500242,20,2025-08-27T15:54:00Z,9.062,22.04,66.4,0,7,8,0,0,0,0,0,0
500243,20,2025-08-27T16:09:00Z,9.748,25.79,50.48,0,7,8,0,0,1,0,0,0
500244,20,2025-08-27T16:24:00Z,10.809,21.0,37.94,0,8,7,0,0,0,0,0,0
500245,20,2025-08-27T16:39:00Z,13.199,82.79,77.67,0,0,15,0,0,0,0,0,0
500246,20,2025-08-27T16:54:00Z,15.871,87.31,66.93,0,0,15,0,1,0,0,0,0
500247,20,2025-08-27T17:09:00Z,14.007,66.36,54.25,0,0,15,0,0,0,0,0,0
500248,20,2025-08-27T17:24:00Z,15.08,82.51,49.88,0,0,15,0,0,0,0,0,0
500249,20,2025-08-27T17:39:00Z,12.337,76.06,40.57,0,0,15,1,0,0,0,0,0
500250,20,2025-08-27T17:54:00Z,12.699,81.17,52.83,0,0,15,0,0,0,0,0,0
500251,20,2025-08-27T18:09:00Z,16.381,63.66,30.12,0,0,15,0,1,0,0,0,0
500252,20,2025-08-27T18:24:00Z,12.62,81.1,24.01,0,0,15,0,0,0,0,0,0
500253,20,2025-08-27T18:39:00Z,14.269,84.93,67.59,0,0,15,0,0,0,0,0,0
500254,20,2025-08-27T18:54:00Z,15.235,72.05,62.25,0,0,15,0,0,0,0,0,0
500255,20,2025-08-27T19:09:00Z,12.633,88.76,66.44,0,0,15,0,0,0,0,0,0
500256,20,2025-08-27T19:24:00Z,12.095,29.22,42.92,0,3,12,0,0,0,0,0,0
500257,20,2025-08-27T19:39:00Z,8.803,31.81,57.89,0,3,12,0,0,0,0,0,0
500258,20,2025-08-27T19:54:00Z,10.777,19.06,68.82,0,3,12,0,0,0,0,0,0
500259,20,2025-08-27T20:09:00Z,9.755,27.82,76.97,0,3,12,0,0,0,0,0,1
500260,20,2025-08-27T20:24:00Z,11.734,28.76,175.56,0,3,12,11,7,0,0,0,0
500261,20,2025-08-27T20:39:00Z,10.844,30.88,210.97,0,2,13,20,9,0,0,0,0
500262,20,2025-08-27T20:54:00Z,13.381,33.08,224.35,0,2,13,14,17,0,0,0,0
500263,20,2025-08-27T21:09:00Z,11.912,24.2,184.07,0,3,12,8,12,0,0,0,0
500264,20,2025-08-27T21:24:00Z,11.784,29.78,171.93,0,3,12,15,10,0,0,0,0
500265,20,2025-08-27T21:39:00Z,11.502,30.77,138.61,0,2,13,10,14,0,0,0,0
500266,20,2025-08-27T21:54:00Z,9.907,31.15,179.27,0,3,12,15,15,0,0,1,0
500267,20,2025-08-27T22:09:00Z,11.755,31.53,223.56,0,2,13,8,8,0,0,0,0
500268,20,2025-08-27T22:24:00Z,8.746,26.07,232.3,0,3,12,13,12,0,0,0,0
500269,20,2025-08-27T22:39:00Z,11.412,31.06,177.92,1,2,13,9,16,0,0,0,0
500270,20,2025-08-27T22:54:00Z,11.334,33.67,212.99,0,3,12,18,9,0,0,0,0
500271,20,2025-08-27T23:09:00Z,10.564,31.78,54.62,0,2,13,0,0,0,0,1,0
500272,20,2025-08-27T23:24:00Z,12.693,22.5,70.89,0,3,12,1,0,0,0,0,0
500273,20,2025-08-27T23:39:00Z,11.257,29.68,61.65,0,2,13,0,0,0,0,0,0
